ID,LOWER,UPPER,PRED
te1718,393961.7,588920.75,491441.22
te1719,115956.32,310915.38,213435.84
te1720,173497.31,368456.38,270976.84
te1721,201938.72,396897.78,299418.25
te1722,101324.51,296283.56,198804.03
te1723,201965.84,396924.9,299445.38
te1724,470869.1,665828.1,568348.6
te1725,216701.62,411660.7,314181.16
te1726,245133.88,440092.94,342613.4
te1727,438584.03,633543.06,536063.56
te1728,288308.78,483267.84,385788.3
te1729,279097.12,474056.2,376576.66
te1730,301913.66,496872.72,399393.2
te1731,123149.85,318108.9,220629.38
te1732,101980.46,296939.5,199459.98
te1733,361824.1,556783.1,459303.62
te1734,234400.88,429359.94,331880.4
te1735,240651.78,435610.84,338131.3
te1736,233208.84,428167.9,330688.38
te1737,82817.164,277776.22,180296.69
te1738,31499.914,226458.97,128979.44
te1739,414299.84,609258.9,511779.38
te1740,137774.94,332734.0,235254.47
te1741,251860.69,446819.75,349340.22
te1742,161149.25,356108.3,258628.78
te1743,205138.12,400097.2,302617.66
te1744,256673.03,451632.1,354152.56
te1745,176979.28,371938.34,274458.8
te1746,158916.4,353875.47,256395.94
te1747,334812.97,529772.0,432292.5
te1748,272770.88,467729.94,370250.4
te1749,610862.06,805821.06,708341.56
te1750,19162.0,214121.05,116641.52
te1751,342905.16,537864.2,440384.7
te1752,388485.5,583444.56,485965.03
te1753,238196.44,433155.5,335675.97
te1754,312068.72,507027.78,409548.25
te1755,589088.3,784047.3,686567.8
te1756,285154.7,480113.75,382634.22
te1757,192903.75,387862.8,290383.28
te1758,322204.16,517163.22,419683.7
te1759,183898.72,378857.78,281378.25
te1760,201047.44,396006.5,298526.97
te1761,191978.88,386937.94,289458.4
te1762,100679.43,295638.47,198158.95
te1763,371861.8,566820.9,469341.34
te1764,188067.44,383026.5,285546.97
te1765,537289.6,732248.6,634769.1
te1766,501880.47,696839.5,599360.0
te1767,239880.03,434839.1,337359.56
te1768,298706.9,493665.97,396186.44
te1769,13684.023,208643.06,111163.55
te1770,598326.4,793285.4,695805.9
te1771,193472.28,388431.34,290951.8
te1772,288324.22,483283.28,385803.75
te1773,21893.594,216852.64,119373.12
te1774,149040.88,343999.9,246520.39
te1775,82517.71,277476.75,179997.23
te1776,593983.6,788942.6,691463.1
te1777,389724.97,584684.0,487204.5
te1778,75798.48,270757.53,173278.0
te1779,190495.9,385454.97,287975.44
te1780,323723.4,518682.47,421202.94
te1781,157665.1,352624.16,255144.62
te1782,630939.75,825898.75,728419.25
te1783,108895.945,303855.0,206375.47
te1784,301318.38,496277.44,398797.9
te1785,129641.43,324600.47,227120.95
te1786,140725.88,335684.9,238205.39
te1787,214416.62,409375.7,311896.16
te1788,105178.13,300137.2,202657.66
te1789,119952.29,314911.34,217431.81
te1790,309919.56,504878.62,407399.1
te1791,267068.22,462027.28,364547.75
te1792,299586.34,494545.4,397065.88
te1793,190596.97,385556.03,288076.5
te1794,197093.47,392052.53,294573.0
te1795,752298.75,947257.75,849778.25
te1796,87634.85,282593.9,185114.38
te1797,110838.35,305797.4,208317.88
te1798,189708.22,384667.28,287187.75
te1799,850952.6,1045911.6,948432.1
te1800,389291.2,584250.25,486770.72
te1801,388166.28,583125.3,485645.8
te1802,531310.3,726269.3,628789.8
te1803,192876.88,387835.94,290356.4
te1804,56932.867,251891.9,154412.39
te1805,205662.69,400621.75,303142.22
te1806,239017.94,433977.0,336497.47
te1807,144904.78,339863.84,242384.31
te1808,239146.0,434105.06,336625.53
te1809,118258.77,313217.8,215738.3
te1810,111667.055,306626.1,209146.58
te1811,454538.78,649497.8,552018.3
te1812,296529.03,491488.1,394008.56
te1813,240613.4,435572.47,338092.94
te1814,208665.31,403624.38,306144.84
te1815,104278.914,299237.97,201758.44
te1816,152279.31,347238.38,249758.84
te1817,300224.16,495183.22,397703.7
te1818,337045.38,532004.44,434524.9
te1819,148700.69,343659.72,246180.2
te1820,341408.34,536367.4,438887.88
te1821,289983.47,484942.53,387463.0
te1822,188830.4,383789.47,286309.94
te1823,441359.03,636318.06,538838.56
te1824,250247.62,445206.7,347727.16
te1825,210913.16,405872.22,308392.7
te1826,200545.38,395504.44,298024.9
te1827,122786.77,317745.8,220266.3
te1828,562710.06,757669.06,660189.56
te1829,133568.62,328527.66,231048.14
te1830,667225.7,862184.7,764705.2
te1831,334637.38,529596.44,432116.9
te1832,462982.16,657941.2,560461.7
te1833,181648.84,376607.9,279128.38
te1834,389720.3,584679.4,487199.84
te1835,216769.34,411728.4,314248.88
te1836,423131.7,618090.75,520611.22
te1837,669901.7,864860.7,767381.2
te1838,52069.93,247028.97,149549.45
te1839,85987.52,280946.56,183467.05
te1840,106003.73,300962.78,203483.25
te1841,140204.16,335163.22,237683.69
te1842,406151.66,601110.7,503631.2
te1843,113125.164,308084.22,210604.69
te1844,228159.94,423119.0,325639.47
te1845,367805.4,562764.44,465284.94
te1846,189602.53,384561.6,287082.06
te1847,134623.16,329582.22,232102.69
te1848,177439.56,372398.62,274919.1
te1849,283941.12,478900.2,381420.66
te1850,276850.66,471809.72,374330.2
te1851,314654.28,509613.34,412133.8
te1852,148718.75,343677.8,246198.28
te1853,170191.97,365151.03,267671.5
te1854,230593.16,425552.22,328072.7
te1855,407577.75,602536.8,505057.28
te1856,435366.84,630325.9,532846.4
te1857,204358.47,399317.53,301838.0
te1858,186393.22,381352.28,283872.75
te1859,272340.34,467299.4,369819.88
te1860,119319.93,314278.97,216799.45
te1861,27894.555,222853.6,125374.08
te1862,99696.9,294655.94,197176.42
te1863,193050.56,388009.62,290530.1
te1864,583029.8,777988.8,680509.3
te1865,257239.88,452198.94,354719.4
te1866,286336.28,481295.34,383815.8
te1867,93306.62,288265.66,190786.14
te1868,312928.5,507887.56,410408.03
te1869,216133.44,411092.5,313612.97
te1870,277077.78,472036.84,374557.3
te1871,90706.26,285665.3,188185.78
te1872,141332.5,336291.56,238812.03
te1873,366887.34,561846.4,464366.88
te1874,247222.22,442181.28,344701.75
te1875,271078.12,466037.2,368557.66
te1876,299794.28,494753.34,397273.8
te1877,265401.88,460360.94,362881.4
te1878,124616.414,319575.47,222095.94
te1879,442631.84,637590.9,540111.4
te1880,740276.25,935235.25,837755.75
te1881,130669.57,325628.62,228149.1
te1882,148666.88,343625.9,246146.39
te1883,326101.7,521060.75,423581.22
te1884,157757.6,352716.62,255237.11
te1885,237858.25,432817.3,335337.78
te1886,57081.96,252041.0,154561.48
te1887,552594.4,747553.4,650073.9
te1888,220106.94,415066.0,317586.47
te1889,176082.44,371041.5,273561.97
te1890,221751.25,416710.3,319230.78
te1891,273478.12,468437.2,370957.66
te1892,326239.47,521198.53,423719.0
te1893,293941.47,488900.53,391421.0
te1894,104849.26,299808.3,202328.78
te1895,183867.84,378826.9,281347.38
te1896,425523.8,620482.9,523003.34
te1897,380425.06,575384.1,477904.6
te1898,247920.16,442879.22,345399.7
te1899,219640.84,414599.9,317120.38
te1900,396466.56,591425.6,493946.1
te1901,274403.3,469362.38,371882.84
te1902,324639.06,519598.12,422118.6
te1903,226157.44,421116.5,323636.97
te1904,61488.29,256447.34,158967.81
te1905,268798.78,463757.84,366278.3
te1906,421117.84,616076.9,518597.38
te1907,135102.22,330061.25,232581.73
te1908,174616.28,369575.34,272095.8
te1909,217428.16,412387.22,314907.7
te1910,295702.88,490661.94,393182.4
te1911,158996.62,353955.7,256476.16
te1912,660988.2,855947.2,758467.7
te1913,8544.07,203503.12,106023.59
te1914,251460.81,446419.88,348940.34
te1915,270030.44,464989.5,367509.97
te1916,265830.9,460789.97,363310.44
te1917,124856.1,319815.16,222335.62
te1918,26642.406,221601.45,124121.93
te1919,655750.6,850709.6,753230.1
te1920,240881.78,435840.84,338361.3
te1921,52504.836,247463.88,149984.36
te1922,46361.586,241320.62,143841.11
te1923,523077.34,718036.4,620556.9
te1924,101560.13,296519.2,199039.66
te1925,662313.75,857272.75,759793.25
te1926,191118.62,386077.7,288598.16
te1927,212697.97,407657.03,310177.5
te1928,204275.0,399234.06,301754.53
te1929,167565.16,362524.22,265044.7
te1930,283829.1,478788.16,381308.62
te1931,83214.27,278173.3,180693.8
te1932,191024.5,385983.56,288504.03
te1933,21184.977,216144.03,118664.5
te1934,373839.44,568798.5,471318.97
te1935,612547.5,807506.5,710027.0
te1936,311278.2,506237.25,408757.72
te1937,168039.78,362998.84,265519.3
te1938,112551.914,307510.97,210031.44
te1939,312811.1,507770.16,410290.62
te1940,346774.97,541734.0,444254.5
te1941,94165.88,289124.94,191645.4
te1942,463992.72,658951.75,561472.25
te1943,175501.0,370460.06,272980.53
te1944,252686.9,447645.97,350166.44
te1945,157799.94,352758.97,255279.45
te1946,328792.9,523751.97,426272.44
te1947,191565.66,386524.72,289045.2
te1948,103923.07,298882.12,201402.6
te1949,209534.25,404493.3,307013.78
te1950,142182.16,337141.2,239661.67
te1951,208182.5,403141.56,305662.03
te1952,44391.46,239350.5,141870.98
te1953,331397.3,526356.4,428876.84
te1954,525349.94,720308.94,622829.44
te1955,227407.38,422366.44,324886.9
te1956,119407.62,314366.66,216887.14
te1957,141512.5,336471.53,238992.02
te1958,129212.98,324172.03,226692.5
te1959,374578.53,569537.56,472058.06
te1960,69757.6,264716.66,167237.12
te1961,288918.53,483877.6,386398.06
te1962,273487.66,468446.72,370967.2
te1963,216828.1,411787.16,314307.62
te1964,499070.28,694029.3,596549.8
te1965,142391.38,337350.4,239870.89
te1966,82746.51,277705.56,180226.03
te1967,419545.5,614504.56,517025.03
te1968,0.0,193125.38,95645.86
te1969,155069.22,350028.25,252548.73
te1970,156942.0,351901.03,254421.52
te1971,185469.94,380429.0,282949.47
te1972,337121.22,532080.25,434600.75
te1973,296648.16,491607.22,394127.7
te1974,209627.66,404586.72,307107.2
te1975,497073.9,692032.94,594553.44
te1976,668007.9,862966.9,765487.4
te1977,250004.62,444963.7,347484.16
te1978,194669.28,389628.34,292148.8
te1979,136167.78,331126.8,233647.3
te1980,367070.28,562029.3,464549.8
te1981,364666.0,559625.06,462145.53
te1982,205218.66,400177.72,302698.2
te1983,336705.7,531664.75,434185.22
te1984,43466.742,238425.78,140946.27
te1985,195511.34,390470.4,292990.88
te1986,174417.31,369376.38,271896.84
te1987,340247.12,535206.2,437726.66
te1988,119434.1,314393.16,216913.62
te1989,308115.75,503074.8,405595.28
te1990,140169.5,335128.53,237649.02
te1991,178278.78,373237.84,275758.3
te1992,200691.5,395650.56,298171.03
te1993,313813.22,508772.28,411292.75
te1994,223520.38,418479.44,320999.9
te1995,135625.81,330584.88,233105.34
te1996,104131.195,299090.25,201610.72
te1997,113822.87,308781.9,211302.39
te1998,197292.72,392251.78,294772.25
te1999,228681.75,423640.8,326161.28
te2000,208305.53,403264.6,305785.06
te2001,113884.93,308843.97,211364.45
te2002,292647.2,487606.25,390126.72
te2003,129459.13,324418.2,226938.66
te2004,128330.68,323289.72,225810.2
te2005,116794.13,311753.2,214273.66
te2006,257780.53,452739.6,355260.06
te2007,271119.97,466079.03,368599.5
te2008,139226.06,334185.1,236705.58
te2009,381916.8,576875.9,479396.34
te2010,422124.28,617083.3,519603.8
te2011,188931.44,383890.5,286410.97
te2012,492385.16,687344.2,589864.7
te2013,505838.66,700797.7,603318.2
te2014,183152.38,378111.44,280631.9
te2015,254264.0,449223.06,351743.53
te2016,240270.84,435229.9,337750.38
te2017,178077.94,373037.0,275557.47
te2018,312609.66,507568.72,410089.2
te2019,405964.84,600923.9,503444.38
te2020,248690.19,443649.25,346169.72
te2021,394707.0,589666.06,492186.53
te2022,62775.445,257734.5,160254.97
te2023,176405.88,371364.94,273885.4
te2024,36737.71,231696.75,134217.23
te2025,261853.06,456812.12,359332.6
te2026,270680.47,465639.53,368160.0
te2027,342276.88,537235.94,439756.4
te2028,137075.1,332034.12,234554.61
te2029,113622.85,308581.9,211102.38
te2030,126629.62,321588.66,224109.14
te2031,374329.66,569288.7,471809.2
te2032,117421.99,312381.03,214901.52
te2033,388254.75,583213.8,485734.28
te2034,382490.47,577449.5,479970.0
te2035,151630.38,346589.44,249109.9
te2036,217786.66,412745.72,315266.2
te2037,190103.16,385062.22,287582.7
te2038,125698.414,320657.47,223177.94
te2039,78342.35,273301.4,175821.88
te2040,83777.27,278736.3,181256.8
te2041,60394.6,255353.66,157874.12
te2042,482042.9,677001.94,579522.44
te2043,233373.81,428332.88,330853.34
te2044,97932.914,292891.97,195412.44
te2045,47441.242,242400.28,144920.77
te2046,481882.1,676841.1,579361.6
te2047,208931.69,403890.75,306411.22
te2048,329182.53,524141.6,426662.06
te2049,301949.44,496908.5,399428.97
te2050,123626.305,318585.34,221105.83
te2051,159624.78,354583.84,257104.31
te2052,495629.22,690588.25,593108.75
te2053,265131.0,460090.06,362610.53
te2054,196014.16,390973.22,293493.7
te2055,165884.31,360843.38,263363.84
te2056,371393.44,566352.5,468872.97
te2057,223903.25,418862.3,321382.78
te2058,342616.72,537575.75,440096.25
te2059,283643.3,478602.38,381122.84
te2060,411790.97,606750.0,509270.5
te2061,380931.22,575890.25,478410.75
te2062,681424.44,876383.44,778903.94
te2063,293572.1,488531.16,391051.62
te2064,109846.77,304805.8,207326.3
te2065,352811.47,547770.5,450291.0
te2066,287186.78,482145.84,384666.3
te2067,296343.47,491302.53,393823.0
te2068,84526.43,279485.47,182005.95
te2069,393499.8,588458.9,490979.34
te2070,341116.72,536075.75,438596.25
te2071,215490.47,410449.53,312970.0
te2072,409143.16,604102.2,506622.7
te2073,359977.56,554936.6,457457.1
te2074,167483.53,362442.6,264963.06
te2075,324297.8,519256.88,421777.34
te2076,419092.56,614051.6,516572.1
te2077,279615.72,474574.78,377095.25
te2078,378187.47,573146.5,475667.0
te2079,189923.84,384882.9,287403.38
te2080,342780.84,537739.9,440260.38
te2081,191521.84,386480.9,289001.38
te2082,423323.38,618282.44,520802.9
te2083,198611.28,393570.34,296090.8
te2084,348685.62,543644.7,446165.16
te2085,126734.79,321693.84,224214.31
te2086,516219.72,711178.75,613699.25
te2087,123619.13,318578.2,221098.66
te2088,194595.16,389554.22,292074.7
te2089,315057.72,510016.78,412537.25
te2090,342564.66,537523.7,440044.2
te2091,424888.25,619847.3,522367.78
te2092,54653.055,249612.1,152132.58
te2093,217527.28,412486.34,315006.8
te2094,185621.1,380580.16,283100.62
te2095,228113.03,423072.1,325592.56
te2096,401630.34,596589.4,499109.88
te2097,214613.9,409572.97,312093.44
te2098,548319.6,743278.6,645799.1
te2099,346774.97,541734.0,444254.5
te2100,501963.97,696923.0,599443.5
te2101,368427.03,563386.06,465906.56
te2102,155807.28,350766.34,253286.81
te2103,536890.2,731849.2,634369.7
te2104,394753.94,589713.0,492233.47
te2105,182557.78,377516.84,280037.3
te2106,304257.28,499216.34,401736.8
te2107,386582.6,581541.6,484062.12
te2108,438250.34,633209.4,535729.9
te2109,213785.47,408744.53,311265.0
te2110,305530.5,500489.56,403010.03
te2111,256574.06,451533.12,354053.6
te2112,321746.53,516705.6,419226.06
te2113,219790.28,414749.34,317269.8
te2114,108789.49,303748.53,206269.02
te2115,59897.336,254856.38,157376.86
te2116,934787.7,1129746.8,1032267.2
te2117,539541.3,734500.3,637020.8
te2118,106286.85,301245.9,203766.38
te2119,168095.0,363054.06,265574.53
te2120,164183.69,359142.72,261663.2
te2121,224761.97,419721.03,322241.5
te2122,336327.4,531286.44,433806.94
te2123,6170.422,201129.47,103649.945
te2124,169066.03,364025.1,266545.56
te2125,325900.16,520859.22,423379.7
te2126,212337.28,407296.34,309816.8
te2127,336930.2,531889.25,434409.72
te2128,156114.5,351073.53,253594.02
te2129,318766.22,513725.28,416245.75
te2130,200216.97,395176.03,297696.5
te2131,681424.44,876383.44,778903.94
te2132,278869.88,473828.94,376349.4
te2133,207656.19,402615.25,305135.72
te2134,168199.88,363158.94,265679.4
te2135,52440.914,247399.97,149920.44
te2136,350488.25,545447.3,447967.78
te2137,412858.16,607817.2,510337.7
te2138,47947.96,242907.0,145427.48
te2139,203038.97,397998.03,300518.5
te2140,220624.97,415584.03,318104.5
te2141,262578.94,457538.0,360058.47
te2142,210216.62,405175.7,307696.16
te2143,179528.4,374487.47,277007.94
te2144,76707.76,271666.8,174187.28
te2145,229569.16,424528.22,327048.7
te2146,204329.4,399288.47,301808.94
te2147,341099.16,536058.2,438578.7
te2148,18296.781,213255.83,115776.305
te2149,109422.695,304381.75,206902.22
te2150,223103.1,418062.16,320582.62
te2151,434160.84,629119.9,531640.4
te2152,336556.25,531515.3,434035.78
te2153,280091.1,475050.16,377570.62
te2154,105874.13,300833.2,203353.66
te2155,217201.78,412160.84,314681.3
te2156,481663.9,676622.94,579143.44
te2157,224457.6,419416.66,321937.12
te2158,280589.75,475548.8,378069.28
te2159,182087.88,377046.94,279567.4
te2160,44845.992,239805.03,142325.52
te2161,92922.73,287881.78,190402.25
te2162,480143.16,675102.2,577622.7
te2163,25324.86,220283.9,122804.38
te2164,271525.84,466484.9,369005.38
te2165,519177.16,714136.2,616656.7
te2166,534776.9,729735.9,632256.4
te2167,197925.9,392884.97,295405.44
te2168,179124.78,374083.84,276604.3
te2169,145324.0,340283.06,242803.53
te2170,221223.16,416182.22,318702.7
te2171,226643.0,421602.06,324122.53
te2172,87455.76,282414.8,184935.28
te2173,276205.44,471164.5,373684.97
te2174,170565.69,365524.75,268045.22
te2175,733879.6,928838.6,831359.1
te2176,181251.4,376210.47,278730.94
te2177,208071.75,403030.8,305551.28
te2178,164672.97,359632.03,262152.5
te2179,81101.445,276060.5,178580.97
te2180,318529.7,513488.75,416009.22
te2181,183081.72,378040.78,280561.25
te2182,174776.4,369735.47,272255.94
te2183,366388.97,561348.0,463868.5
te2184,414938.16,609897.2,512417.7
te2185,192208.38,387167.44,289687.9
te2186,207743.22,402702.28,305222.75
te2187,0.0,173935.1,76455.58
te2188,356249.25,551208.3,453728.78
te2189,494702.84,689661.9,592182.4
te2190,336777.75,531736.8,434257.28
te2191,372952.1,567911.1,470431.62
te2192,295624.12,490583.2,393103.66
te2193,425674.97,620634.0,523154.5
te2194,330033.38,524992.44,427512.9
te2195,508884.84,703843.9,606364.4
te2196,167818.31,362777.38,265297.84
te2197,199927.53,394886.6,297407.06
te2198,308956.38,503915.44,406435.9
te2199,140458.88,335417.9,237938.39
te2200,238183.31,433142.38,335662.84
te2201,176393.6,371352.66,273873.12
te2202,199582.84,394541.9,297062.38
te2203,194224.94,389184.0,291704.47
te2204,287655.16,482614.22,385134.7
te2205,370552.2,565511.25,468031.72
te2206,123190.88,318149.94,220670.4
te2207,210759.1,405718.16,308238.62
te2208,523846.6,718805.6,621326.1
te2209,60752.29,255711.34,158231.81
te2210,123260.555,318219.6,220740.08
te2211,201528.97,396488.03,299008.5
te2212,235662.66,430621.72,333142.2
te2213,388956.6,583915.6,486436.12
te2214,121265.51,316224.56,218745.03
te2215,212803.0,407762.06,310282.53
te2216,634638.5,829597.5,732118.0
te2217,236198.1,431157.16,333677.62
te2218,381753.2,576712.25,479232.72
te2219,262829.34,457788.4,360308.88
te2220,254082.22,449041.28,351561.75
te2221,240144.94,435104.0,337624.47
te2222,30998.531,225957.58,128478.055
te2223,184959.88,379918.94,282439.4
te2224,124360.914,319319.97,221840.44
te2225,59592.055,254551.1,157071.58
te2226,392744.2,587703.25,490223.72
te2227,158142.72,353101.75,255622.23
te2228,534584.56,729543.56,632064.06
te2229,129105.12,324064.16,226584.64
te2230,124929.9,319888.94,222409.42
te2231,61724.96,256684.0,159204.48
te2232,238465.47,433424.53,335945.0
te2233,265540.34,460499.4,363019.88
te2234,422945.53,617904.56,520425.06
te2235,476023.66,670982.7,573503.2
te2236,38184.18,233143.22,135663.7
te2237,291796.47,486755.53,389276.0
te2238,53465.68,248424.72,150945.2
te2239,131054.586,326013.62,228534.11
te2240,162157.03,357116.1,259636.56
te2241,89979.73,284938.78,187459.25
te2242,387496.1,582455.1,484975.62
te2243,263658.75,458617.8,361138.28
te2244,437259.03,632218.06,534738.56
te2245,45974.992,240934.03,143454.52
te2246,234610.78,429569.84,332090.3
te2247,70923.23,265882.28,168402.75
te2248,356949.06,551908.1,454428.6
te2249,181027.4,375986.47,278506.94
te2250,364350.1,559309.1,461829.62
te2251,206477.88,401436.94,303957.4
te2252,307998.97,502958.03,405478.5
te2253,53238.555,248197.6,150718.08
te2254,274712.34,469671.4,372191.88
te2255,191413.25,386372.3,288892.78
te2256,186548.4,381507.47,284027.94
te2257,128775.18,323734.22,226254.7
te2258,112744.49,307703.53,210224.02
te2259,264937.75,459896.8,362417.28
te2260,215925.34,410884.4,313404.88
te2261,232431.75,427390.8,329911.28
te2262,258615.31,453574.38,356094.84
te2263,138296.25,333255.28,235775.77
te2264,199061.19,394020.25,296540.72
te2265,195122.1,390081.16,292601.62
te2266,269865.03,464824.1,367344.56
te2267,119495.76,314454.8,216975.28
te2268,262402.12,457361.2,359881.66
te2269,470304.1,665263.1,567783.6
te2270,210117.47,405076.53,307597.0
te2271,178179.9,373138.97,275659.44
te2272,265457.25,460416.3,362936.78
te2273,219840.81,414799.88,317320.34
te2274,176923.53,371882.6,274403.06
te2275,534456.2,729415.2,631935.7
te2276,338225.94,533185.0,435705.47
te2277,163732.66,358691.7,261212.17
te2278,176017.22,370976.28,273496.75
te2279,271238.78,466197.84,368718.3
te2280,399078.44,594037.5,496557.97
te2281,288983.75,483942.8,386463.28
te2282,436896.1,631855.1,534375.6
te2283,164372.9,359331.94,261852.42
te2284,270772.47,465731.53,368252.0
te2285,340075.2,535034.25,437554.72
te2286,502289.28,697248.3,599768.8
te2287,264545.66,459504.72,362025.2
te2288,452687.72,647646.75,550167.25
te2289,318563.8,513522.88,416043.34
te2290,176578.6,371537.66,274058.12
te2291,393291.94,588251.0,490771.47
te2292,301462.53,496421.6,398942.06
te2293,247247.22,442206.28,344726.75
te2294,346553.88,541512.94,444033.4
te2295,228472.5,423431.56,325952.03
te2296,23021.969,217981.02,120501.49
te2297,188312.06,383271.12,285791.6
te2298,207887.34,402846.4,305366.88
te2299,170761.56,365720.62,268241.1
te2300,223703.19,418662.25,321182.72
te2301,328144.56,523103.62,425624.1
te2302,390677.47,585636.5,488157.0
te2303,258498.16,453457.22,355977.7
te2304,298593.2,493552.25,396072.72
te2305,371423.84,566382.9,468903.38
te2306,213417.0,408376.06,310896.53
te2307,174289.25,369248.3,271768.78
te2308,175787.28,370746.34,273266.8
te2309,262174.66,457133.72,359654.2
te2310,211602.16,406561.22,309081.7
te2311,147116.6,342075.62,244596.11
te2312,319679.84,514638.9,417159.38
te2313,270877.47,465836.53,368357.0
te2314,397761.8,592720.9,495241.34
te2315,88185.6,283144.66,185665.12
te2316,503123.28,698082.3,600602.8
te2317,410265.8,605224.9,507745.34
te2318,99257.555,294216.6,196737.08
te2319,328862.8,523821.88,426342.34
te2320,37850.914,232809.97,135330.44
te2321,119524.93,314483.97,217004.45
te2322,398953.9,593912.94,496433.44
te2323,207724.88,402683.94,305204.4
te2324,169280.94,364240.0,266760.47
te2325,194625.25,389584.3,292104.78
te2326,456598.34,651557.4,554077.9
te2327,218821.12,413780.2,316300.66
te2328,161215.38,356174.4,258694.89
te2329,261822.56,456781.62,359302.1
te2330,78452.21,273411.25,175931.73
te2331,178611.9,373570.97,276091.44
te2332,80620.12,275579.16,178099.64
te2333,120859.93,315818.97,218339.45
te2334,317831.62,512790.7,415311.16
te2335,157049.25,352008.3,254528.78
te2336,556812.0,751771.0,654291.5
te2337,422283.88,617242.94,519763.4
te2338,183904.62,378863.7,281384.16
te2339,219507.5,414466.56,316987.03
te2340,155843.78,350802.8,253323.3
te2341,352961.38,547920.44,450440.9
te2342,224935.34,419894.4,322414.88
te2343,182788.88,377747.94,280268.4
te2344,432644.47,627603.5,530124.0
te2345,284233.7,479192.75,381713.22
te2346,79153.43,274112.47,176632.95
te2347,166864.66,361823.72,264344.2
te2348,390874.44,585833.5,488353.97
te2349,172312.97,367272.03,269792.5
te2350,262524.0,457483.06,360003.53
te2351,69490.99,264450.03,166970.52
te2352,335504.06,530463.1,432983.6
te2353,615245.56,810204.56,712725.06
te2354,281230.66,476189.72,378710.2
te2355,322299.4,517258.47,419778.94
te2356,517250.1,712209.1,614729.6
te2357,311766.16,506725.22,409245.7
te2358,377683.75,572642.8,475163.28
te2359,186577.38,381536.44,284056.9
te2360,188717.66,383676.72,286197.2
te2361,159255.78,354214.84,256735.31
te2362,108246.88,303205.94,205726.4
te2363,249103.75,444062.8,346583.28
te2364,149448.88,344407.9,246928.39
te2365,372102.7,567061.75,469582.22
te2366,129928.62,324887.66,227408.14
te2367,149291.38,344250.44,246770.9
te2368,328541.75,523500.8,426021.28
te2369,226756.75,421715.8,324236.28
te2370,278402.84,473361.9,375882.38
te2371,103292.336,298251.38,200771.86
te2372,161596.31,356555.38,259075.84
te2373,382583.4,577542.44,480062.94
te2374,176151.31,371110.38,273630.84
te2375,174012.31,368971.38,271491.84
te2376,119315.38,314274.44,216794.9
te2377,140391.72,335350.75,237871.23
te2378,376793.25,571752.3,474272.78
te2379,62778.04,257737.1,160257.56
te2380,297461.66,492420.72,394941.2
te2381,191684.22,386643.28,289163.75
te2382,65670.24,260629.28,163149.77
te2383,274876.72,469835.78,372356.25
te2384,489294.22,684253.25,586773.75
te2385,201869.62,396828.7,299349.16
te2386,127743.12,322702.16,225222.64
te2387,211474.25,406433.3,308953.78
te2388,282352.66,477311.72,379832.2
te2389,361864.38,556823.44,459343.9
te2390,340852.03,535811.06,438331.56
te2391,472293.72,667252.75,569773.25
te2392,508658.78,703617.8,606138.3
te2393,148197.38,343156.4,245676.89
te2394,887071.5,1082030.5,984551.0
te2395,325574.44,520533.5,423053.97
te2396,148141.84,343100.88,245621.36
te2397,147060.84,342019.9,244540.38
te2398,593534.06,788493.06,691013.56
te2399,199231.19,394190.25,296710.72
te2400,177149.22,372108.28,274628.75
te2401,521056.03,716015.06,618535.56
te2402,56960.992,251920.03,154440.52
te2403,202519.81,397478.88,299999.34
te2404,197117.9,392076.97,294597.44
te2405,116760.21,311719.25,214239.73
te2406,61422.508,256381.56,158902.03
te2407,265404.66,460363.72,362884.2
te2408,227135.78,422094.84,324615.3
te2409,162464.0,357423.06,259943.53
te2410,160240.47,355199.53,257720.0
te2411,269779.56,464738.62,367259.1
te2412,55198.68,250157.72,152678.2
te2413,151106.84,346065.9,248586.38
te2414,682549.1,877508.1,780028.6
te2415,102624.055,297583.1,200103.58
te2416,533661.2,728620.2,631140.7
te2417,159340.28,354299.3,256819.8
te2418,350134.66,545093.7,447614.2
te2419,212944.47,407903.53,310424.0
te2420,160745.81,355704.84,258225.33
te2421,307848.2,502807.25,405327.72
te2422,329036.88,523995.94,426516.4
te2423,165990.56,360949.62,263470.1
te2424,286945.47,481904.53,384425.0
te2425,127873.32,322832.38,225352.84
te2426,123076.43,318035.47,220555.95
te2427,179158.0,374117.06,276637.53
te2428,168054.47,363013.53,265534.0
te2429,401935.06,596894.1,499414.6
te2430,542831.56,737790.56,640311.06
te2431,250945.38,445904.44,348424.9
te2432,585914.8,780873.8,683394.3
te2433,180506.0,375465.06,277985.53
te2434,0.0,192899.16,95419.63
te2435,396506.62,591465.7,493986.16
te2436,565698.6,760657.6,663178.1
te2437,188336.6,383295.66,285816.12
te2438,216829.6,411788.66,314309.12
te2439,348643.9,543602.94,446123.44
te2440,73629.195,268588.25,171108.72
te2441,258800.44,453759.5,356279.97
te2442,56086.1,251045.16,153565.62
te2443,249552.25,444511.3,347031.78
te2444,43465.93,238424.97,140945.45
te2445,196097.03,391056.1,293576.56
te2446,346105.66,541064.7,443585.2
te2447,376615.53,571574.56,474095.06
te2448,182995.84,377954.9,280475.38
te2449,386860.12,581819.2,484339.66
te2450,50950.133,245909.19,148429.66
te2451,234719.44,429678.5,332198.97
te2452,468617.72,663576.75,566097.25
